"","V1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"8591","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8592","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8593","DPX","Estonia",0,0,0,0,0,0,0,0,0
"8594","DSX","Estonia",0,0,0,0,0,0,0,0,0
"8595","DSX","Estonia",0,0,0,0,0,0,0,0,0
"8596","DSX","Estonia",0,0,0,0,0,0,0,0,0
"8597","DSX","Estonia",0,0,0,0,0,0,0,0,0
"8598","DSX","Estonia",0,0,0,0,0,0,0,0,0
"8599","DXL","Estonia",49,55,0,0,0,0,0,0,0
"8600","DXL","Estonia",8,8,0,0,0,0,0,0,0
"8601","DXL","Estonia",8,8,0,0,0,0,0,0,0
"8602","DXL","Estonia",41,46,0,0,0,0,0,0,0
"8603","DXL","Estonia",41,46,0,0,0,0,0,0,0
"8604","DYL","Estonia",0,0,0,0,0,0,0,0,0
"8605","DYL","Estonia",0,0,0,0,0,0,0,0,0
"8606","DYL","Estonia",0,0,0,0,0,0,0,0,0
"8607","EAG","Estonia",8,6,9,16,10,10,5,6,2
"8608","EAG","Estonia",0,0,0,0,0,0,0,0,0
"8609","EAG","Estonia",0,0,0,0,0,0,0,0,0
"8610","EAG","Estonia",8,6,9,16,10,10,5,6,2
"8611","EAG","Estonia",8,6,9,16,10,10,5,6,2
"8612","ECE","Estonia",5,3,0,0,0,0,0,0,0
"8613","ECE","Estonia",5,3,0,0,0,0,0,0,0
"8614","ECE","Estonia",5,3,0,0,0,0,0,0,0
"8615","ECH","Estonia",0,0,0,0,0,0,0,0,0
"8616","ECH","Estonia",0,0,0,0,0,0,0,0,0
"8617","ECH","Estonia",0,0,0,0,0,0,0,0,0
"8618","EFJ","Estonia",0,0,0,0,0,0,0,0,0
"8619","EFJ","Estonia",0,0,0,0,0,0,0,0,0
"8620","EFJ","Estonia",0,0,0,0,0,0,0,0,0
"8621","EJE","Estonia",2,23,0,0,0,0,0,0,0
"8622","EJE","Estonia",2,23,0,0,0,0,0,0,0
"8623","EJE","Estonia",2,23,0,0,0,0,0,0,0
"8624","ELE","Estonia",44,50,38,34,32,47,34,29,63
"8625","ELE","Estonia",6,6,7,6,7,5,4,6,11
"8626","ELE","Estonia",0,0,0,0,0,0,0,0,0
"8627","ELE","Estonia",0,0,0,0,0,0,0,0,0
"8628","ELE","Estonia",6,6,7,6,7,5,4,6,11
"8629","ELE","Estonia",0,0,0,0,0,0,0,0,0
"8630","ELE","Estonia",38,44,31,29,26,42,30,24,52
"8631","ELE","Estonia",38,44,31,29,26,42,30,24,52
"8632","ELE","Estonia",0,0,0,0,0,0,0,0,0
"8633","ELE","Estonia",0,0,0,0,0,0,0,0,0
"8634","ELX","Estonia",0,0,0,0,0,0,0,0,0
"8635","ELX","Estonia",0,0,0,0,0,0,0,0,0
"8636","ELX","Estonia",0,0,0,0,0,0,0,0,0
"8637","ELX","Estonia",0,0,0,0,0,0,0,0,0
"8638","ELX","Estonia",0,0,0,0,0,0,0,0,0
"8639","EOI","Estonia",483,648,0,0,0,0,0,0,0
"8640","EOI","Estonia",2,7,0,0,0,0,0,0,0
"8641","EOI","Estonia",0,0,0,0,0,0,0,0,0
"8642","EOI","Estonia",2,7,0,0,0,0,0,0,0
"8643","EOI","Estonia",2,7,0,0,0,0,0,0,0
"8644","EOI","Estonia",186,344,0,0,0,0,0,0,0
"8645","EOI","Estonia",0,2,0,0,0,0,0,0,0
"8646","EOI","Estonia",186,342,0,0,0,0,0,0,0
"8647","EOI","Estonia",295,297,0,0,0,0,0,0,0
"8648","EOI","Estonia",288,296,0,0,0,0,0,0,0
"8649","EOI","Estonia",7,1,0,0,0,0,0,0,0
"8650","EOI","Estonia",3,1,0,0,0,0,0,0,0
"8651","EOI","Estonia",3,0,0,0,0,0,0,0,0
"8652","EPI","Estonia",0,0,2,43,32,39,14,35,23
"8653","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8654","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8655","EPI","Estonia",0,0,0,0,0,0,0,2,1
"8656","EPI","Estonia",0,0,0,0,0,0,0,2,1
"8657","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8658","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8659","EPI","Estonia",0,0,0,42,4,11,8,10,9
"8660","EPI","Estonia",0,0,0,0,0,0,0,4,5
"8661","EPI","Estonia",0,0,0,0,0,0,0,4,5
"8662","EPI","Estonia",0,0,0,0,0,0,2,0,0
"8663","EPI","Estonia",0,0,0,42,4,11,6,1,4
"8664","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8665","EPI","Estonia",0,0,0,42,4,11,6,1,4
"8666","EPI","Estonia",0,0,0,0,0,0,0,5,0
"8667","EPI","Estonia",0,0,0,0,0,0,0,5,0
"8668","EPI","Estonia",0,0,2,1,27,0,2,0,4
"8669","EPI","Estonia",0,0,0,0,2,0,1,0,3
"8670","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8671","EPI","Estonia",0,0,2,1,25,0,0,0,1
"8672","EPI","Estonia",0,0,0,0,0,0,1,0,0
"8673","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8674","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8675","EPI","Estonia",0,0,0,0,0,0,1,0,0
"8676","EPI","Estonia",0,0,0,0,1,28,4,23,9
"8677","EPI","Estonia",0,0,0,0,1,28,4,23,9
"8678","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8679","EPI","Estonia",0,0,0,0,0,0,0,0,0
"8680","EQE","Estonia",426,368,0,0,0,0,0,0,0
"8681","EQE","Estonia",17,11,0,0,0,0,0,0,0
"8682","EQE","Estonia",17,11,0,0,0,0,0,0,0
"8683","EQE","Estonia",409,357,0,0,0,0,0,0,0
"8684","EQE","Estonia",409,357,0,0,0,0,0,0,0
"8685","EQI","Estonia",31,67,0,0,0,0,0,0,0
"8686","EQI","Estonia",3,5,0,0,0,0,0,0,0
"8687","EQI","Estonia",3,5,0,0,0,0,0,0,0
"8688","EQI","Estonia",28,61,0,0,0,0,0,0,0
"8689","EQI","Estonia",28,61,0,0,0,0,0,0,0
"8690","ETX","Estonia",0,0,1,2,0,0,0,120,1
"8691","ETX","Estonia",0,0,1,2,0,0,0,80,0
"8692","ETX","Estonia",0,0,1,2,0,0,0,80,0
"8693","ETX","Estonia",0,0,0,0,0,0,0,40,1
"8694","ETX","Estonia",0,0,0,0,0,0,0,40,0
"8695","ETX","Estonia",0,0,0,0,0,0,0,0,1
"8696","ETX","Estonia",0,0,0,0,0,0,0,0,1
"8697","EZS","Estonia",0,0,0,0,0,0,0,0,0
"8698","EZS","Estonia",0,0,0,0,0,0,0,0,0
"8699","EZS","Estonia",0,0,0,0,0,0,0,0,0
"8700","FAL","Estonia",0,0,1,0,0,0,0,0,0
"8701","FAL","Estonia",0,0,1,0,0,0,0,0,0
"8702","FAL","Estonia",0,0,1,0,0,0,0,0,0
"8703","FAV","Estonia",1,0,0,0,0,0,0,0,0
"8704","FAV","Estonia",1,0,0,0,0,0,0,0,0
"8705","FAV","Estonia",1,0,0,0,0,0,0,0,0
"8706","FIM","Estonia",1,1,0,0,0,0,0,0,0
"8707","FIM","Estonia",1,1,0,0,0,0,0,0,0
"8708","FIM","Estonia",1,1,0,0,0,0,0,0,0
"8709","FIN","Estonia",928,1199,1517,2245,2284,2632,3038,3702,3692
"8710","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8711","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8712","FIN","Estonia",0,0,0,0,0,3,9,2,1
"8713","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8714","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8715","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8716","FIN","Estonia",0,0,0,0,0,3,9,2,1
"8717","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8718","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8719","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8720","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8721","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8722","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8723","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8724","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8725","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8726","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8727","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8728","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8729","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8730","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8731","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8732","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8733","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8734","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8735","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8736","FIN","Estonia",0,0,0,0,0,1,3,2,10
"8737","FIN","Estonia",0,0,0,0,0,1,2,2,9
"8738","FIN","Estonia",0,0,0,0,0,0,1,0,1
"8739","FIN","Estonia",0,0,0,0,0,0,1,0,1
"8740","FIN","Estonia",0,1,0,1,3,6,8,27,16
"8741","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8742","FIN","Estonia",0,0,0,1,0,0,0,0,0
"8743","FIN","Estonia",0,0,0,0,0,0,0,1,0
"8744","FIN","Estonia",0,0,0,0,0,0,0,1,0
"8745","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8746","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8747","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8748","FIN","Estonia",0,0,0,0,0,1,1,4,3
"8749","FIN","Estonia",0,0,0,1,2,5,7,22,12
"8750","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8751","FIN","Estonia",0,0,0,1,2,5,7,22,12
"8752","FIN","Estonia",0,0,0,0,0,0,0,1,1
"8753","FIN","Estonia",0,0,0,0,0,0,0,1,1
"8754","FIN","Estonia",355,464,691,1306,993,1344,1474,1772,1577
"8755","FIN","Estonia",1,2,4,9,9,20,37,43,38
"8756","FIN","Estonia",17,24,25,107,42,66,98,122,71
"8757","FIN","Estonia",337,437,661,1175,941,1254,1328,1585,1458
"8758","FIN","Estonia",0,0,1,14,2,5,11,22,9
"8759","FIN","Estonia",0,0,0,0,2,5,0,0,0
"8760","FIN","Estonia",0,0,1,0,0,0,0,0,0
"8761","FIN","Estonia",0,0,0,14,0,0,11,22,9
"8762","FIN","Estonia",0,0,0,1,0,0,0,0,0
"8763","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8764","FIN","Estonia",0,0,0,1,0,0,0,0,0
"8765","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8766","FIN","Estonia",572,735,825,938,1288,1277,1544,1899,2089
"8767","FIN","Estonia",571,731,824,938,1287,1275,1535,1886,2084
"8768","FIN","Estonia",2,3,1,0,1,3,9,11,5
"8769","FIN","Estonia",1,2,1,0,1,3,0,0,0
"8770","FIN","Estonia",1,1,0,0,0,0,0,0,0
"8771","FIN","Estonia",0,0,0,0,0,0,9,11,5
"8772","FIN","Estonia",0,0,0,0,0,0,0,2,0
"8773","FIN","Estonia",0,0,0,0,0,0,0,0,0
"8774","FLE","Estonia",18,12,8,29,27,21,11,16,38
"8775","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8776","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8777","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8778","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8779","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8780","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8781","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8782","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8783","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8784","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8785","FLE","Estonia",0,0,0,0,2,0,1,1,10
"8786","FLE","Estonia",0,0,0,0,2,0,0,1,2
"8787","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8788","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8789","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8790","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8791","FLE","Estonia",0,0,0,0,0,0,1,1,8
"8792","FLE","Estonia",0,0,0,0,0,0,1,1,8
"8793","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8794","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8795","FLE","Estonia",3,2,3,16,12,6,2,1,1
"8796","FLE","Estonia",0,0,0,7,4,2,1,0,0
"8797","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8798","FLE","Estonia",3,2,2,9,7,4,1,1,1
"8799","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8800","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8801","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8802","FLE","Estonia",0,0,0,0,0,0,0,0,0
"8803","FLE","Estonia",15,10,5,13,13,15,8,14,27
"8804","FLE","Estonia",15,10,5,13,13,15,8,14,27
"8805","FLX","Estonia",22,1,163,274,365,313,364,602,215
"8806","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8807","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8808","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8809","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8810","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8811","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8812","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8813","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8814","FLX","Estonia",0,0,0,0,0,1,1,7,0
"8815","FLX","Estonia",0,0,0,0,0,0,0,7,0
"8816","FLX","Estonia",0,0,0,0,0,1,1,0,0
"8817","FLX","Estonia",0,0,0,0,0,1,1,0,0
"8818","FLX","Estonia",0,0,0,0,0,30,8,56,0
"8819","FLX","Estonia",0,0,0,0,0,0,0,7,0
"8820","FLX","Estonia",0,0,0,0,0,4,7,3,0
"8821","FLX","Estonia",0,0,0,0,0,4,7,3,0
"8822","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8823","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8824","FLX","Estonia",0,0,0,0,0,0,0,5,0
"8825","FLX","Estonia",0,0,0,0,0,25,1,39,0
"8826","FLX","Estonia",0,0,0,0,0,25,1,39,0
"8827","FLX","Estonia",0,0,0,0,0,1,0,2,0
"8828","FLX","Estonia",0,0,0,0,0,1,0,2,0
"8829","FLX","Estonia",1,0,5,17,11,24,66,52,8
"8830","FLX","Estonia",0,0,0,0,0,2,19,18,0
"8831","FLX","Estonia",0,0,2,11,9,21,30,27,7
"8832","FLX","Estonia",1,0,2,5,2,2,17,7,1
"8833","FLX","Estonia",0,0,0,0,0,0,0,1,0
"8834","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8835","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8836","FLX","Estonia",0,0,0,0,0,0,0,1,0
"8837","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8838","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8839","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8840","FLX","Estonia",21,1,158,257,354,258,289,488,206
"8841","FLX","Estonia",21,1,157,257,354,258,289,486,206
"8842","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8843","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8844","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8845","FLX","Estonia",0,0,0,0,0,0,0,2,0
"8846","FLX","Estonia",0,0,0,0,0,0,0,0,0
"8847","FLY","Estonia",0,0,0,0,0,0,0,0,0
"8848","FLY","Estonia",0,0,0,0,0,0,0,0,0
"8849","FLY","Estonia",0,0,0,0,0,0,0,0,0
"8850","FOR","Estonia",151,174,2691,5240,4175,1603,1822,1505,268
"8851","FOR","Estonia",0,0,0,0,0,0,0,0,0
"8852","FOR","Estonia",0,0,0,0,0,0,0,0,0
"8853","FOR","Estonia",5,4,6,8,12,41,58,0,5
"8854","FOR","Estonia",0,1,2,0,0,0,0,0,0
"8855","FOR","Estonia",0,1,2,0,0,0,0,0,0
"8856","FOR","Estonia",5,3,4,0,0,0,0,0,0
"8857","FOR","Estonia",0,0,0,8,12,41,58,0,5
"8858","FOR","Estonia",1,2,2,1,1,21,180,89,41
"8859","FOR","Estonia",0,0,1,0,1,7,167,89,39
"8860","FOR","Estonia",1,2,2,1,1,14,13,0,1
"8861","FOR","Estonia",1,2,2,0,0,0,0,0,0
"8862","FOR","Estonia",0,0,0,1,1,14,13,0,1
"8863","FOR","Estonia",20,10,2178,4223,3417,1357,1506,1340,161
"8864","FOR","Estonia",1,0,75,27,47,12,72,23,5
"8865","FOR","Estonia",7,1,39,761,189,32,99,201,14
"8866","FOR","Estonia",7,1,39,0,0,0,0,0,0
"8867","FOR","Estonia",0,0,0,761,189,32,99,201,14
"8868","FOR","Estonia",0,0,1,1,0,0,0,0,0
"8869","FOR","Estonia",2,3,65,270,222,110,128,35,2
"8870","FOR","Estonia",10,5,1988,2985,2806,1156,1097,938,125
"8871","FOR","Estonia",10,5,1223,0,0,0,0,0,0
"8872","FOR","Estonia",0,0,765,2985,2806,1156,1097,938,125
"8873","FOR","Estonia",0,0,11,179,153,47,110,144,15
"8874","FOR","Estonia",0,0,11,0,0,0,0,0,0
"8875","FOR","Estonia",0,0,0,179,153,47,110,144,15
"8876","FOR","Estonia",0,0,0,0,0,0,0,0,0
"8877","FOR","Estonia",86,118,472,967,703,164,55,61,44
"8878","FOR","Estonia",2,1,227,713,565,87,33,26,35
"8879","FOR","Estonia",1,0,4,1,0,27,2,1,2
"8880","FOR","Estonia",81,117,88,118,61,26,15,14,7
"8881","FOR","Estonia",2,1,154,135,78,23,5,20,1
"8882","FOR","Estonia",0,0,0,0,78,23,0,0,0
"8883","FOR","Estonia",2,1,22,0,0,0,0,0,0
"8884","FOR","Estonia",0,0,132,135,0,0,5,20,1
"8885","FOR","Estonia",0,0,0,0,0,1,0,0,0
"8886","FOR","Estonia",0,0,0,0,0,1,0,0,0
"8887","FOR","Estonia",40,39,33,40,41,21,23,15,17
"8888","FOR","Estonia",39,38,33,40,41,21,23,15,17
"8889","FOR","Estonia",0,1,0,0,0,0,0,0,0
"8890","FOR","Estonia",0,1,0,0,0,0,0,0,0
"8891","FOR","Estonia",0,1,0,0,0,0,0,0,0
"8892","FOX","Estonia",21,23,103,95,106,204,198,178,336
"8893","FOX","Estonia",0,0,0,0,0,0,6,0,0
"8894","FOX","Estonia",0,0,0,0,0,0,6,0,0
"8895","FOX","Estonia",0,0,0,0,0,0,6,0,0
"8896","FOX","Estonia",0,0,0,0,0,0,0,0,2
"8897","FOX","Estonia",0,0,0,0,0,0,0,0,0
"8898","FOX","Estonia",0,0,0,0,0,0,0,0,2
"8899","FOX","Estonia",0,0,0,0,0,0,0,0,2
"8900","FOX","Estonia",0,0,78,11,6,13,23,15,54
"8901","FOX","Estonia",0,0,0,2,1,0,0,10,0
"8902","FOX","Estonia",0,0,0,4,3,0,0,4,3
"8903","FOX","Estonia",0,0,0,4,3,0,0,4,3
"8904","FOX","Estonia",0,0,0,0,0,0,0,0,0
"8905","FOX","Estonia",0,0,0,0,0,0,0,0,1
"8906","FOX","Estonia",0,0,78,5,2,12,0,1,50
"8907","FOX","Estonia",0,0,61,0,0,0,0,0,0
"8908","FOX","Estonia",0,0,17,5,2,12,0,1,50
"8909","FOX","Estonia",0,0,0,0,0,1,23,0,0
"8910","FOX","Estonia",0,0,0,0,0,1,23,0,0
"8911","FOX","Estonia",13,15,16,55,54,89,89,94,203
"8912","FOX","Estonia",0,0,0,12,12,9,8,34,62
"8913","FOX","Estonia",0,0,0,3,4,12,10,5,8
"8914","FOX","Estonia",13,15,16,39,35,62,64,39,100
"8915","FOX","Estonia",0,0,0,2,3,6,7,16,34
"8916","FOX","Estonia",0,0,0,0,3,6,0,0,0
"8917","FOX","Estonia",0,0,0,2,0,0,7,16,34
"8918","FOX","Estonia",0,0,0,0,0,0,0,0,0
"8919","FOX","Estonia",0,0,0,0,0,0,0,0,0
"8920","FOX","Estonia",8,8,8,28,46,102,80,69,77
"8921","FOX","Estonia",7,8,8,28,46,102,80,69,77
"8922","FOX","Estonia",1,0,0,0,0,0,0,0,0
"8923","FOX","Estonia",0,0,0,0,0,0,0,0,0
"8924","FOX","Estonia",1,0,0,0,0,0,0,0,0
"8925","FOX","Estonia",0,0,0,0,0,0,0,0,0
"8926","FRI","Estonia",62,19,0,0,0,0,0,0,0
"8927","FRI","Estonia",0,0,0,0,0,0,0,0,0
"8928","FRI","Estonia",0,0,0,0,0,0,0,0,0
"8929","FRI","Estonia",34,2,0,0,0,0,0,0,0
"8930","FRI","Estonia",0,0,0,0,0,0,0,0,0
"8931","FRI","Estonia",34,2,0,0,0,0,0,0,0
"8932","FRI","Estonia",0,0,0,0,0,0,0,0,0
"8933","FRI","Estonia",27,17,0,0,0,0,0,0,0
"8934","FRI","Estonia",27,17,0,0,0,0,0,0,0
"8935","FRI","Estonia",0,0,0,0,0,0,0,0,0
"8936","FRZ","Estonia",76,24,1495,759,620,367,464,390,65
"8937","FRZ","Estonia",0,0,2,0,0,0,0,0,0
"8938","FRZ","Estonia",0,0,2,0,0,0,0,0,0
"8939","FRZ","Estonia",0,0,2,0,0,0,0,0,0
"8940","FRZ","Estonia",46,22,1065,208,159,34,0,9,5
"8941","FRZ","Estonia",0,0,0,0,0,1,0,0,0
"8942","FRZ","Estonia",1,0,0,0,1,0,0,0,1
"8943","FRZ","Estonia",45,22,1029,208,158,30,0,9,4
"8944","FRZ","Estonia",0,0,0,0,0,3,0,0,0
"8945","FRZ","Estonia",0,0,0,0,0,3,0,0,0
"8946","FRZ","Estonia",0,0,0,0,0,0,0,0,0
"8947","FRZ","Estonia",0,0,36,0,0,0,0,0,0
"8948","FRZ","Estonia",0,0,36,0,0,0,0,0,0
"8949","FRZ","Estonia",30,3,428,551,461,333,464,382,60
"8950","FRZ","Estonia",30,3,428,551,461,333,464,382,60
"8951","FUA","Estonia",0,0,0,0,0,0,0,0,0
"8952","FUA","Estonia",0,0,0,0,0,0,0,0,0
"8953","FUA","Estonia",0,0,0,0,0,0,0,0,0
"8954","FUA","Estonia",0,0,0,0,0,0,0,0,0
"8955","FUA","Estonia",0,0,0,0,0,0,0,0,0
"8956","GAD","Estonia",299,3,346,3999,4657,16662,6785,1692,500
"8957","GAD","Estonia",3,0,0,0,0,106,3,0,0
"8958","GAD","Estonia",3,0,0,0,0,0,0,0,0
"8959","GAD","Estonia",0,0,0,0,0,106,3,0,0
"8960","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8961","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8962","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8963","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8964","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8965","GAD","Estonia",0,0,288,341,166,975,561,0,0
"8966","GAD","Estonia",0,0,58,0,0,0,0,0,0
"8967","GAD","Estonia",0,0,58,0,0,0,0,0,0
"8968","GAD","Estonia",0,0,230,0,0,0,0,0,0
"8969","GAD","Estonia",0,0,0,341,166,975,561,0,0
"8970","GAD","Estonia",0,0,2,931,368,0,7,0,0
"8971","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8972","GAD","Estonia",0,0,2,931,368,0,7,0,0
"8973","GAD","Estonia",0,0,2,0,0,0,0,0,0
"8974","GAD","Estonia",0,0,0,931,368,0,7,0,0
"8975","GAD","Estonia",15,0,0,178,71,5183,269,0,0
"8976","GAD","Estonia",2,0,0,11,7,317,0,0,0
"8977","GAD","Estonia",2,0,0,0,0,0,0,0,0
"8978","GAD","Estonia",0,0,0,11,7,317,0,0,0
"8979","GAD","Estonia",13,0,0,167,64,4866,269,0,0
"8980","GAD","Estonia",13,0,0,0,0,0,0,0,0
"8981","GAD","Estonia",0,0,0,167,64,4866,269,0,0
"8982","GAD","Estonia",7,0,6,324,253,344,1572,398,82
"8983","GAD","Estonia",7,0,0,106,68,41,278,398,0
"8984","GAD","Estonia",1,0,6,218,185,303,1294,0,82
"8985","GAD","Estonia",0,0,6,0,0,0,0,0,0
"8986","GAD","Estonia",1,0,0,0,0,0,0,0,0
"8987","GAD","Estonia",0,0,0,218,185,303,1294,0,82
"8988","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8989","GAD","Estonia",134,0,5,1109,729,353,669,270,63
"8990","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8991","GAD","Estonia",10,0,0,31,57,13,45,37,0
"8992","GAD","Estonia",17,0,0,58,78,25,164,60,0
"8993","GAD","Estonia",17,0,0,0,0,0,0,0,0
"8994","GAD","Estonia",0,0,0,58,78,25,164,60,0
"8995","GAD","Estonia",0,0,0,1,1,0,2,9,0
"8996","GAD","Estonia",0,0,0,0,0,0,0,0,0
"8997","GAD","Estonia",2,0,0,10,7,4,28,7,0
"8998","GAD","Estonia",19,0,0,176,103,45,90,45,1
"8999","GAD","Estonia",84,0,4,824,451,253,323,94,61
"9000","GAD","Estonia",84,0,4,0,0,0,0,0,0
"9001","GAD","Estonia",0,0,0,824,451,253,323,94,61
"9002","GAD","Estonia",1,0,0,9,32,14,17,19,1
"9003","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9004","GAD","Estonia",1,0,0,0,0,0,0,0,0
"9005","GAD","Estonia",0,0,0,9,32,14,17,19,1
"9006","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9007","GAD","Estonia",111,1,37,881,2482,7835,306,393,132
"9008","GAD","Estonia",7,0,2,43,118,56,48,117,19
"9009","GAD","Estonia",15,0,0,32,215,83,17,97,3
"9010","GAD","Estonia",87,1,35,789,2117,7678,180,65,96
"9011","GAD","Estonia",2,0,1,17,32,18,61,114,13
"9012","GAD","Estonia",0,0,0,0,32,18,0,0,0
"9013","GAD","Estonia",2,0,0,0,0,0,0,0,0
"9014","GAD","Estonia",0,0,0,17,0,0,61,114,13
"9015","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9016","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9017","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9018","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9019","GAD","Estonia",29,2,9,235,588,1866,3398,630,224
"9020","GAD","Estonia",28,1,8,235,588,1866,3393,630,224
"9021","GAD","Estonia",1,1,1,0,0,0,0,0,0
"9022","GAD","Estonia",1,1,1,0,0,0,0,0,0
"9023","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9024","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9025","GAD","Estonia",0,0,0,0,0,0,5,0,0
"9026","GAD","Estonia",0,0,0,0,0,0,0,0,0
"9027","GAG","Estonia",56,49,44,205,328,542,524,484,539
"9028","GAG","Estonia",0,0,0,0,0,0,0,4,4
"9029","GAG","Estonia",0,0,0,0,0,0,0,2,4
"9030","GAG","Estonia",0,0,0,0,0,0,0,2,0
"9031","GAG","Estonia",0,0,0,0,0,0,0,2,0
"9032","GAG","Estonia",0,2,2,28,89,128,54,27,37
"9033","GAG","Estonia",0,0,0,0,0,4,1,1,1
"9034","GAG","Estonia",0,0,0,0,0,0,2,2,0
"9035","GAG","Estonia",0,0,0,0,0,0,2,2,0
"9036","GAG","Estonia",0,0,0,1,18,18,8,9,13
"9037","GAG","Estonia",0,0,0,0,0,0,0,0,0
