"","V1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"28599","BSK","Iceland",0,0,0,0,0,0,0,0,0
"28600","BSK","Iceland",0,0,0,0,0,0,0,0,0
"28601","BSK","Iceland",0,0,0,0,0,0,0,0,0
"28602","BSK","Iceland",0,0,0,0,0,0,0,0,0
"28603","CAA","Iceland",7335,8801,10209,10992,12608,15129,14648,16193,16427
"28604","CAA","Iceland",30,21,26,16,0,12,20,58,5
"28605","CAA","Iceland",30,0,26,0,0,0,0,0,0
"28606","CAA","Iceland",0,0,0,16,0,12,20,58,5
"28607","CAA","Iceland",0,0,2,0,0,0,0,0,0
"28608","CAA","Iceland",0,0,2,0,0,0,0,0,0
"28609","CAA","Iceland",0,0,2,0,0,0,0,0,0
"28610","CAA","Iceland",0,2,1,1,0,0,0,0,0
"28611","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28612","CAA","Iceland",0,2,1,1,0,0,0,0,0
"28613","CAA","Iceland",0,0,1,0,0,0,0,0,0
"28614","CAA","Iceland",0,0,0,1,0,0,0,0,0
"28615","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28616","CAA","Iceland",1,2,0,1,0,2,0,1,0
"28617","CAA","Iceland",1,2,0,1,0,2,0,1,0
"28618","CAA","Iceland",1,0,0,0,0,0,0,0,0
"28619","CAA","Iceland",0,0,0,1,0,2,0,1,0
"28620","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28621","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28622","CAA","Iceland",7304,8776,10180,10973,12607,15115,14628,16134,16422
"28623","CAA","Iceland",7304,8776,10180,10973,12607,15115,14628,16134,16422
"28624","CAA","Iceland",1,0,0,0,0,0,0,0,0
"28625","CAA","Iceland",7303,0,10180,0,0,0,0,0,0
"28626","CAA","Iceland",0,0,0,10973,12607,15115,14628,16134,16422
"28627","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28628","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28629","CAA","Iceland",0,0,0,0,0,0,0,0,0
"28630","CAB","Iceland",22,0,0,0,0,0,0,0,0
"28631","CAB","Iceland",11,0,0,0,0,0,0,0,0
"28632","CAB","Iceland",11,0,0,0,0,0,0,0,0
"28633","CAB","Iceland",11,0,0,0,0,0,0,0,0
"28634","CAB","Iceland",11,0,0,0,0,0,0,0,0
"28635","CAB","Iceland",11,0,0,0,0,0,0,0,0
"28636","CAB","Iceland",1,0,0,0,0,0,0,0,0
"28637","CAB","Iceland",10,0,0,0,0,0,0,0,0
"28638","CAP","Iceland",112214,453836,585627,323554,115515,21526,149031,307447,184494
"28639","CAP","Iceland",0,0,0,0,0,0,0,0,0
"28640","CAP","Iceland",0,0,0,0,0,0,0,0,0
"28641","CAP","Iceland",501,0,295,9033,0,0,0,0,0
"28642","CAP","Iceland",501,0,295,9033,0,0,0,0,0
"28643","CAP","Iceland",0,0,0,0,0,0,0,0,0
"28644","CAP","Iceland",0,0,0,0,0,0,0,0,0
"28645","CAP","Iceland",0,23746,86645,42661,0,0,0,0,0
"28646","CAP","Iceland",0,23746,86645,42661,0,0,0,0,0
"28647","CAP","Iceland",0,0,86645,0,0,0,0,0,0
"28648","CAP","Iceland",0,0,0,42661,0,0,0,0,0
"28649","CAP","Iceland",0,0,0,0,0,0,0,0,0
"28650","CAP","Iceland",0,0,0,0,0,0,0,0,0
"28651","CAP","Iceland",111713,430090,498687,271860,115515,21526,149031,307447,184494
"28652","CAP","Iceland",111713,430090,498687,271860,0,21526,149031,307447,184494
"28653","CAP","Iceland",111713,0,498687,0,0,0,0,0,0
"28654","CAP","Iceland",0,0,0,271860,0,21526,149031,307447,184494
"28655","CAP","Iceland",0,0,0,0,115515,0,0,0,0
"28656","CAP","Iceland",0,0,0,0,115515,0,0,0,0
"28657","CAP","Iceland",0,0,0,0,115515,0,0,0,0
"28658","CAR","Iceland",0,0,0,0,0,0,0,0,0
"28659","CAR","Iceland",0,0,0,0,0,0,0,0,0
"28660","CAR","Iceland",0,0,0,0,0,0,0,0,0
"28661","CAR","Iceland",0,0,0,0,0,0,0,0,0
"28662","CAS","Iceland",1995,2431,1977,1654,1903,2314,2100,2727,3654
"28663","CAS","Iceland",72,31,24,17,0,17,12,37,18
"28664","CAS","Iceland",72,0,24,0,0,0,0,0,0
"28665","CAS","Iceland",0,0,0,17,0,17,12,37,18
"28666","CAS","Iceland",48,69,67,36,0,0,0,0,0
"28667","CAS","Iceland",48,69,67,36,0,0,0,0,0
"28668","CAS","Iceland",48,0,67,0,0,0,0,0,0
"28669","CAS","Iceland",0,0,0,36,0,0,0,0,0
"28670","CAS","Iceland",0,0,0,0,0,0,0,0,0
"28671","CAS","Iceland",2,1,2,1,0,6,0,3,0
"28672","CAS","Iceland",2,0,0,1,0,6,0,3,0
"28673","CAS","Iceland",2,0,0,0,0,0,0,0,0
"28674","CAS","Iceland",0,0,0,1,0,6,0,3,0
"28675","CAS","Iceland",0,1,2,0,0,0,0,0,0
"28676","CAS","Iceland",0,0,2,0,0,0,0,0,0
"28677","CAS","Iceland",0,0,0,0,0,0,0,0,0
"28678","CAS","Iceland",1873,2330,1884,1600,1903,2291,2088,2686,3636
"28679","CAS","Iceland",1873,2330,1884,1598,1903,2291,2088,2686,3636
"28680","CAS","Iceland",1873,0,1884,0,0,0,0,0,0
"28681","CAS","Iceland",0,0,0,1598,1903,2291,2088,2686,3636
"28682","CAS","Iceland",0,0,0,2,0,0,0,0,0
"28683","CAS","Iceland",0,0,0,2,0,0,0,0,0
"28684","CAS","Iceland",0,0,0,2,0,0,0,0,0
"28685","CAT","Iceland",0,25,20,13,17,0,0,0,0
"28686","CAT","Iceland",0,5,0,0,0,0,0,0,0
"28687","CAT","Iceland",0,0,17,0,0,0,0,0,0
"28688","CAT","Iceland",0,0,17,0,0,0,0,0,0
"28689","CAT","Iceland",0,0,17,0,0,0,0,0,0
"28690","CAT","Iceland",0,0,0,0,0,0,0,0,0
"28691","CAT","Iceland",0,0,0,0,0,0,0,0,0
"28692","CAT","Iceland",0,0,0,0,0,0,0,0,0
"28693","CAT","Iceland",0,0,0,0,0,0,0,0,0
"28694","CAT","Iceland",0,20,3,13,17,0,0,0,0
"28695","CAT","Iceland",0,20,3,13,17,0,0,0,0
"28696","CAT","Iceland",0,0,1,0,0,0,0,0,0
"28697","CAT","Iceland",0,0,2,0,0,0,0,0,0
"28698","CAT","Iceland",0,0,0,13,17,0,0,0,0
"28699","CFB","Iceland",0,1,3,1,10,1,0,0,0
"28700","CFB","Iceland",0,0,0,0,0,0,0,0,0
"28701","CFB","Iceland",0,0,0,0,0,0,0,0,0
"28702","CFB","Iceland",0,0,0,0,0,0,0,0,0
"28703","CFB","Iceland",0,1,3,1,10,1,0,0,0
"28704","CFB","Iceland",0,1,3,1,10,1,0,0,0
"28705","CFB","Iceland",0,0,3,0,0,0,0,0,0
"28706","CFB","Iceland",0,0,0,1,10,1,0,0,0
"28707","CLQ","Iceland",0,0,0,0,0,0,0,0,451
"28708","CLQ","Iceland",0,0,0,0,0,0,0,0,451
"28709","CLQ","Iceland",0,0,0,0,0,0,0,0,451
"28710","CLQ","Iceland",0,0,0,0,0,0,0,0,451
"28711","CLU","Iceland",0,0,0,0,0,0,0,0,0
"28712","CLU","Iceland",0,0,0,0,0,0,0,0,0
"28713","CLU","Iceland",0,0,0,0,0,0,0,0,0
"28714","CLU","Iceland",0,0,0,0,0,0,0,0,0
"28715","CLX","Iceland",18,20,16,5,0,0,0,0,0
"28716","CLX","Iceland",18,20,16,5,0,0,0,0,0
"28717","CLX","Iceland",18,20,16,5,0,0,0,0,0
"28718","CLX","Iceland",18,0,16,0,0,0,0,0,0
"28719","CLX","Iceland",0,0,0,5,0,0,0,0,0
"28720","CMO","Iceland",2,2,4,4,7,1,1,0,1
"28721","CMO","Iceland",2,2,4,4,7,1,1,0,1
"28722","CMO","Iceland",2,2,4,4,7,1,1,0,1
"28723","CMO","Iceland",2,0,4,0,0,0,0,0,0
"28724","CMO","Iceland",0,0,0,4,7,1,1,0,1
"28725","CMO","Iceland",0,0,0,0,0,0,0,0,0
"28726","CMO","Iceland",0,0,0,0,0,0,0,0,0
"28727","CMO","Iceland",0,0,0,0,0,0,0,0,0
"28728","COD","Iceland",239980,236318,204952,182356,178599,188976,151397,174436,199396
"28729","COD","Iceland",8893,6454,3843,6387,5490,2932,3774,3637,1966
"28730","COD","Iceland",8893,0,3843,0,0,0,0,0,0
"28731","COD","Iceland",0,0,0,6387,5490,2932,3774,3637,1966
"28732","COD","Iceland",0,0,24,0,0,0,0,0,0
"28733","COD","Iceland",0,0,21,0,0,0,0,0,0
"28734","COD","Iceland",0,0,7,0,0,0,0,0,0
"28735","COD","Iceland",0,0,14,0,0,0,0,0,0
"28736","COD","Iceland",0,0,3,0,0,0,0,0,0
"28737","COD","Iceland",0,0,0,0,0,0,0,0,0
"28738","COD","Iceland",1071,590,506,0,0,0,0,0,0
"28739","COD","Iceland",1,0,0,0,0,0,0,0,0
"28740","COD","Iceland",1070,590,506,0,0,0,0,0,0
"28741","COD","Iceland",1070,0,0,0,0,0,0,0,0
"28742","COD","Iceland",0,0,506,0,0,0,0,0,0
"28743","COD","Iceland",0,0,0,0,0,0,0,0,0
"28744","COD","Iceland",0,0,0,0,0,0,0,0,0
"28745","COD","Iceland",9833,8453,5577,6347,5479,4723,3818,3640,4006
"28746","COD","Iceland",9833,8180,4965,6347,5479,4723,3818,3640,4006
"28747","COD","Iceland",0,0,4,0,0,0,0,0,0
"28748","COD","Iceland",9833,0,4961,0,0,0,0,0,0
"28749","COD","Iceland",0,0,0,6347,5479,4723,3818,3640,4006
"28750","COD","Iceland",0,273,612,0,0,0,0,0,0
"28751","COD","Iceland",0,0,612,0,0,0,0,0,0
"28752","COD","Iceland",0,0,0,0,0,0,0,0,0
"28753","COD","Iceland",0,0,0,0,0,0,0,0,0
"28754","COD","Iceland",0,0,0,0,0,0,0,0,0
"28755","COD","Iceland",220183,220821,195002,169621,167630,181321,143805,167159,193425
"28756","COD","Iceland",220183,220821,194974,169621,167630,181321,143805,167159,193425
"28757","COD","Iceland",9,0,17,0,0,0,0,0,0
"28758","COD","Iceland",220174,0,194957,0,0,0,0,0,0
"28759","COD","Iceland",0,0,0,169621,167630,181321,143805,167159,193425
"28760","COD","Iceland",0,0,28,0,0,0,0,0,0
"28761","COD","Iceland",0,0,28,0,0,0,0,0,0
"28762","COD","Iceland",0,0,28,0,0,0,0,0,0
"28763","COD","Iceland",0,0,0,0,0,0,0,0,0
"28764","COD","Iceland",0,0,0,0,0,0,0,0,0
"28765","COE","Iceland",0,0,0,10516,0,0,0,0,0
"28766","COE","Iceland",0,0,0,18,0,0,0,0,0
"28767","COE","Iceland",0,0,0,18,0,0,0,0,0
"28768","COE","Iceland",0,0,0,2424,0,0,0,0,0
"28769","COE","Iceland",0,0,0,2424,0,0,0,0,0
"28770","COE","Iceland",0,0,0,2424,0,0,0,0,0
"28771","COE","Iceland",0,0,0,8074,0,0,0,0,0
"28772","COE","Iceland",0,0,0,8074,0,0,0,0,0
"28773","COE","Iceland",0,0,0,8074,0,0,0,0,0
"28774","CRA","Iceland",9,9,2,4,0,0,1,0,1
"28775","CRA","Iceland",9,9,2,4,0,0,1,0,1
"28776","CRA","Iceland",9,9,2,4,0,0,1,0,1
"28777","CRA","Iceland",9,0,2,0,0,0,0,0,0
"28778","CRA","Iceland",0,0,0,4,0,0,1,0,1
"28779","CRE","Iceland",0,0,0,0,2,0,0,0,0
"28780","CRE","Iceland",0,0,0,0,2,0,0,0,0
"28781","CRE","Iceland",0,0,0,0,2,0,0,0,0
"28782","CRE","Iceland",0,0,0,0,2,0,0,0,0
"28783","CRG","Iceland",0,0,0,0,0,0,0,0,0
"28784","CRG","Iceland",0,0,0,0,0,0,0,0,0
"28785","CRG","Iceland",0,0,0,0,0,0,0,0,0
"28786","CRG","Iceland",0,0,0,0,0,0,0,0,0
"28787","CUX","Iceland",847,1424,1298,2655,2246,1167,1051,0,51
"28788","CUX","Iceland",847,1424,1298,2655,2246,1167,1051,0,51
"28789","CUX","Iceland",847,1424,1298,2655,2246,1167,1051,0,51
"28790","CUX","Iceland",847,0,1298,0,0,0,0,0,0
"28791","CUX","Iceland",0,0,0,2655,2246,1167,1051,0,51
"28792","CYO","Iceland",0,2,4,1,0,0,0,0,0
"28793","CYO","Iceland",0,2,4,1,0,0,0,0,0
"28794","CYO","Iceland",0,2,4,1,0,0,0,0,0
"28795","CYO","Iceland",0,0,4,0,0,0,0,0,0
"28796","CYO","Iceland",0,0,0,1,0,0,0,0,0
"28797","DAB","Iceland",505,723,144,903,612,882,798,810,1081
"28798","DAB","Iceland",0,0,0,0,0,0,0,0,0
"28799","DAB","Iceland",0,0,0,0,0,0,0,0,0
"28800","DAB","Iceland",0,0,0,0,0,0,0,0,0
"28801","DAB","Iceland",0,0,0,0,0,0,0,0,0
"28802","DAB","Iceland",505,723,144,903,612,882,798,810,1081
"28803","DAB","Iceland",505,723,144,903,612,882,798,810,1081
"28804","DAB","Iceland",505,0,144,0,0,0,0,0,0
"28805","DAB","Iceland",0,0,0,903,612,882,798,810,1081
"28806","DGS","Iceland",19,6,51,53,62,95,68,34,82
"28807","DGS","Iceland",0,0,0,0,0,0,0,0,0
"28808","DGS","Iceland",0,0,0,0,0,0,0,0,0
"28809","DGS","Iceland",0,0,0,0,0,0,0,0,0
"28810","DGS","Iceland",0,0,0,0,0,0,0,0,0
"28811","DGS","Iceland",0,0,0,0,0,0,0,0,0
"28812","DGS","Iceland",0,0,0,0,0,0,0,0,0
"28813","DGS","Iceland",19,6,51,53,62,95,68,34,82
"28814","DGS","Iceland",19,6,51,53,62,95,68,34,82
"28815","DGS","Iceland",19,0,51,0,0,0,0,0,0
"28816","DGS","Iceland",0,0,0,53,62,95,68,34,82
"28817","DPX","Iceland",0,0,0,0,0,0,0,0,0
"28818","DPX","Iceland",0,0,0,0,0,0,0,0,0
"28819","DPX","Iceland",0,0,0,0,0,0,0,0,0
"28820","DPX","Iceland",0,0,0,0,0,0,0,0,0
"28821","ECH","Iceland",0,0,0,144,0,0,0,0,0
"28822","ECH","Iceland",0,0,0,144,0,0,0,0,0
"28823","ECH","Iceland",0,0,0,144,0,0,0,0,0
"28824","ECH","Iceland",0,0,0,144,0,0,0,0,0
"28825","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28826","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28827","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28828","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28829","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28830","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28831","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28832","ELE","Iceland",0,0,0,0,0,0,0,0,0
"28833","ELP","Iceland",0,1,1,0,0,0,0,0,0
"28834","ELP","Iceland",0,1,1,0,0,0,0,0,0
"28835","ELP","Iceland",0,1,1,0,0,0,0,0,0
"28836","ELP","Iceland",0,0,1,0,0,0,0,0,0
"28837","ELP","Iceland",0,0,0,0,0,0,0,0,0
"28838","ELZ","Iceland",0,0,0,0,0,0,0,0,0
"28839","ELZ","Iceland",0,0,0,0,0,0,0,0,0
"28840","ELZ","Iceland",0,0,0,0,0,0,0,0,0
"28841","ELZ","Iceland",0,0,0,0,0,0,0,0,0
"28842","EPI","Iceland",0,0,0,0,0,0,0,0,0
"28843","EPI","Iceland",0,0,0,0,0,0,0,0,0
"28844","EPI","Iceland",0,0,0,0,0,0,0,0,0
"28845","FIN","Iceland",0,0,0,0,0,10,49,0,58
"28846","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28847","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28848","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28849","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28850","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28851","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28852","FIN","Iceland",0,0,0,0,0,0,0,0,0
"28853","FIN","Iceland",0,0,0,0,0,10,49,0,58
"28854","FIN","Iceland",0,0,0,0,0,0,49,0,58
"28855","FIN","Iceland",0,0,0,0,0,0,49,0,58
"28856","FIN","Iceland",0,0,0,0,0,10,0,0,0
"28857","FIN","Iceland",0,0,0,0,0,10,0,0,0
"28858","FIN","Iceland",0,0,0,0,0,10,0,0,0
"28859","FLE","Iceland",0,0,0,0,0,0,0,0,0
"28860","FLE","Iceland",0,0,0,0,0,0,0,0,0
"28861","FLE","Iceland",0,0,0,0,0,0,0,0,0
"28862","FLE","Iceland",0,0,0,0,0,0,0,0,0
"28863","FLE","Iceland",0,0,0,0,0,0,0,0,0
"28864","FLX","Iceland",0,0,48,0,0,0,0,1,1
"28865","FLX","Iceland",0,0,4,0,0,0,0,0,0
"28866","FLX","Iceland",0,0,4,0,0,0,0,0,0
"28867","FLX","Iceland",0,0,8,0,0,0,0,0,0
"28868","FLX","Iceland",0,0,8,0,0,0,0,0,0
"28869","FLX","Iceland",0,0,8,0,0,0,0,0,0
"28870","FLX","Iceland",0,0,36,0,0,0,0,1,1
"28871","FLX","Iceland",0,0,36,0,0,0,0,1,1
"28872","FLX","Iceland",0,0,36,0,0,0,0,0,0
"28873","FLX","Iceland",0,0,0,0,0,0,0,1,1
"28874","GAD","Iceland",0,0,0,9191,0,0,4,0,0
"28875","GAD","Iceland",0,0,0,9191,0,0,4,0,0
"28876","GAD","Iceland",0,0,0,9191,0,0,4,0,0
"28877","GAD","Iceland",0,0,0,9191,0,0,4,0,0
"28878","GFB","Iceland",1588,0,7,2,1,0,0,1,0
"28879","GFB","Iceland",1588,0,7,2,1,0,0,1,0
"28880","GFB","Iceland",1588,0,7,2,1,0,0,1,0
"28881","GFB","Iceland",1588,0,7,0,0,0,0,0,0
"28882","GFB","Iceland",0,0,0,2,1,0,0,1,0
"28883","GFB","Iceland",0,0,0,0,0,0,0,0,0
"28884","GFB","Iceland",0,0,0,0,0,0,0,0,0
"28885","GFB","Iceland",0,0,0,0,0,0,0,0,0
"28886","GHL","Iceland",9915,15019,13764,13216,13310,15780,11699,9582,11806
"28887","GHL","Iceland",38,100,7,6,16,5,5,3,1
"28888","GHL","Iceland",38,0,7,0,0,0,0,0,0
"28889","GHL","Iceland",0,0,0,6,16,5,5,3,1
"28890","GHL","Iceland",4206,6402,7234,6377,0,0,0,0,0
"28891","GHL","Iceland",4206,6402,7234,6377,0,0,0,0,0
"28892","GHL","Iceland",4206,0,7234,0,0,0,0,0,0
"28893","GHL","Iceland",0,0,0,6377,0,0,0,0,0
"28894","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28895","GHL","Iceland",48,6,6,2,0,10,23,12,7
"28896","GHL","Iceland",48,6,6,1,0,10,23,12,7
"28897","GHL","Iceland",48,0,6,0,0,0,0,0,0
"28898","GHL","Iceland",0,0,0,1,0,10,23,12,7
"28899","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28900","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28901","GHL","Iceland",0,0,0,0,1,0,0,0,0
"28902","GHL","Iceland",0,0,0,0,1,0,0,0,0
"28903","GHL","Iceland",5623,8511,6517,6831,13293,15765,11671,9567,11798
"28904","GHL","Iceland",5623,8511,6517,6831,13293,15765,11671,9567,11798
"28905","GHL","Iceland",5623,0,6517,0,0,0,0,0,0
"28906","GHL","Iceland",0,0,0,6831,13293,15765,11671,9567,11798
"28907","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28908","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28909","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28910","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28911","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28912","GHL","Iceland",0,0,0,0,0,0,0,0,0
"28913","GRO","Iceland",0,0,0,0,0,0,0,62,0
"28914","GRO","Iceland",0,0,0,0,0,0,0,0,0
"28915","GRO","Iceland",0,0,0,0,0,0,0,0,0
"28916","GRO","Iceland",0,0,0,0,0,0,0,0,0
"28917","GRO","Iceland",0,0,0,0,0,0,0,0,0
"28918","GRO","Iceland",0,0,0,0,0,0,0,0,0
"28919","GRO","Iceland",0,0,0,0,0,0,0,62,0
"28920","GRO","Iceland",0,0,0,0,0,0,0,62,0
"28921","GRO","Iceland",0,0,0,0,0,0,0,62,0
"28922","GRO","Iceland",0,0,0,0,0,0,0,0,0
"28923","GSK","Iceland",59,6,18,18,43,25,42,2,28
"28924","GSK","Iceland",0,0,0,0,0,0,0,0,0
"28925","GSK","Iceland",0,0,0,0,0,0,0,0,0
"28926","GSK","Iceland",37,0,1,0,0,0,0,0,0
"28927","GSK","Iceland",37,0,1,0,0,0,0,0,0
"28928","GSK","Iceland",37,0,1,0,0,0,0,0,0
"28929","GSK","Iceland",0,0,0,0,0,0,0,0,0
"28930","GSK","Iceland",0,0,0,0,0,0,0,0,0
"28931","GSK","Iceland",0,0,1,0,0,0,0,0,0
"28932","GSK","Iceland",0,0,1,0,0,0,0,0,0
"28933","GSK","Iceland",0,0,1,0,0,0,0,0,0
"28934","GSK","Iceland",22,6,16,18,43,25,42,2,28
"28935","GSK","Iceland",22,6,16,18,43,25,42,2,28
"28936","GSK","Iceland",6,0,1,0,0,0,0,0,0
"28937","GSK","Iceland",16,0,15,0,0,0,0,0,0
"28938","GSK","Iceland",0,0,0,18,43,25,42,2,28
"28939","GUG","Iceland",3,3,4,0,10,0,1,0,0
"28940","GUG","Iceland",0,0,0,0,10,0,1,0,0
"28941","GUG","Iceland",0,0,0,0,10,0,1,0,0
"28942","GUG","Iceland",0,0,0,0,10,0,1,0,0
"28943","GUG","Iceland",3,3,4,0,0,0,0,0,0
"28944","GUG","Iceland",3,3,4,0,0,0,0,0,0
"28945","GUG","Iceland",3,0,4,0,0,0,0,0,0
"28946","GUG","Iceland",0,0,0,0,0,0,0,0,0
"28947","HAD","Iceland",35990,45565,47716,51285,64939,81832,102385,109313,96618
"28948","HAD","Iceland",762,386,520,269,367,146,267,799,152
"28949","HAD","Iceland",762,0,520,0,0,0,0,0,0
"28950","HAD","Iceland",0,0,0,269,367,146,267,799,152
"28951","HAD","Iceland",0,5,6,0,0,0,0,0,0
"28952","HAD","Iceland",0,0,6,0,0,0,0,0,0
"28953","HAD","Iceland",0,0,3,0,0,0,0,0,0
"28954","HAD","Iceland",0,0,3,0,0,0,0,0,0
"28955","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28956","HAD","Iceland",13,16,15,10,0,0,0,0,0
"28957","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28958","HAD","Iceland",13,16,15,10,0,0,0,0,0
"28959","HAD","Iceland",13,0,15,0,0,0,0,0,0
"28960","HAD","Iceland",0,0,0,10,0,0,0,0,0
"28961","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28962","HAD","Iceland",2220,1756,958,449,706,310,459,316,338
"28963","HAD","Iceland",2220,1755,865,439,706,310,459,316,338
"28964","HAD","Iceland",2220,0,865,0,0,0,0,0,0
"28965","HAD","Iceland",0,0,0,439,706,310,459,316,338
"28966","HAD","Iceland",0,1,93,9,0,0,0,0,0
"28967","HAD","Iceland",0,0,93,0,0,0,0,0,0
"28968","HAD","Iceland",0,0,0,9,0,0,0,0,0
"28969","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28970","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28971","HAD","Iceland",32995,43402,46217,50558,63866,81376,101659,108199,96127
"28972","HAD","Iceland",32995,43402,46215,50558,63866,81376,101659,108199,96127
"28973","HAD","Iceland",4,0,1,0,0,0,0,0,0
"28974","HAD","Iceland",32991,0,46214,0,0,0,0,0,0
"28975","HAD","Iceland",0,0,0,50558,63866,81376,101659,108199,96127
"28976","HAD","Iceland",0,0,2,0,0,0,0,0,0
"28977","HAD","Iceland",0,0,2,0,0,0,0,0,0
"28978","HAD","Iceland",0,0,2,0,0,0,0,0,0
"28979","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28980","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28981","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28982","HAD","Iceland",0,0,0,0,0,0,0,0,0
"28983","HAL","Iceland",60,41,36,549,551,498,502,420,469
"28984","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28985","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28986","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28987","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28988","HAL","Iceland",28,7,7,24,0,0,0,0,0
"28989","HAL","Iceland",28,7,7,24,0,0,0,0,0
"28990","HAL","Iceland",28,0,7,0,0,0,0,0,0
"28991","HAL","Iceland",0,0,0,24,0,0,0,0,0
"28992","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28993","HAL","Iceland",3,1,0,3,0,2,3,4,6
"28994","HAL","Iceland",3,1,0,3,0,2,3,4,6
"28995","HAL","Iceland",3,0,0,0,0,0,0,0,0
"28996","HAL","Iceland",0,0,0,3,0,2,3,4,6
"28997","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28998","HAL","Iceland",0,0,0,0,0,0,0,0,0
"28999","HAL","Iceland",29,33,29,521,551,496,498,416,464
"29000","HAL","Iceland",29,33,29,521,551,496,498,416,464
"29001","HAL","Iceland",0,0,1,0,0,0,0,0,0
"29002","HAL","Iceland",29,0,28,0,0,0,0,0,0
"29003","HAL","Iceland",0,0,0,521,551,496,498,416,464
"29004","HAL","Iceland",0,0,0,0,0,0,0,0,0
"29005","HAL","Iceland",0,0,0,0,0,0,0,0,0
"29006","HAL","Iceland",0,0,0,0,0,0,0,0,0
"29007","HAL","Iceland",0,0,0,0,0,0,1,0,0
"29008","HER","Iceland",157977,157537,193319,198463,254476,331200,370814,319894,291372
"29009","HER","Iceland",0,0,0,3,0,0,0,0,0
"29010","HER","Iceland",0,0,0,3,0,0,0,0,0
"29011","HER","Iceland",1491,230,4,65,7695,0,0,0,0
"29012","HER","Iceland",1230,0,0,0,7695,0,0,0,0
"29013","HER","Iceland",261,230,4,65,0,0,0,0,0
"29014","HER","Iceland",261,0,4,0,0,0,0,0,0
"29015","HER","Iceland",0,0,0,65,0,0,0,0,0
"29016","HER","Iceland",0,0,0,0,0,0,0,0,0
"29017","HER","Iceland",2741,6910,40106,81314,123128,62247,92353,32055,107608
"29018","HER","Iceland",2741,6910,40106,81314,123128,62247,92128,32055,107608
"29019","HER","Iceland",168,0,6522,0,0,0,0,0,0
"29020","HER","Iceland",2573,0,33584,0,0,0,0,0,0
"29021","HER","Iceland",0,0,0,81314,123128,62247,92128,32055,107608
"29022","HER","Iceland",0,0,0,0,0,0,225,0,0
"29023","HER","Iceland",0,0,0,0,0,0,225,0,0
"29024","HER","Iceland",0,0,0,0,0,0,0,0,0
"29025","HER","Iceland",0,0,0,0,0,0,0,0,0
"29026","HER","Iceland",0,0,0,0,0,0,0,0,0
"29027","HER","Iceland",0,0,0,0,0,0,0,0,0
"29028","HER","Iceland",0,0,0,0,0,0,0,0,0
"29029","HER","Iceland",0,0,0,0,0,0,0,0,0
"29030","HER","Iceland",153745,150397,153209,117081,123653,268953,278461,287839,183764
"29031","HER","Iceland",153745,149943,153101,114282,123653,263913,278461,287839,183265
"29032","HER","Iceland",1,0,0,0,0,0,0,0,0
"29033","HER","Iceland",153744,0,153101,0,0,0,0,0,0
"29034","HER","Iceland",0,0,0,114282,123653,263913,278461,287839,183265
"29035","HER","Iceland",0,454,108,2799,0,5040,0,0,499
"29036","HER","Iceland",0,454,108,2799,0,5040,0,0,499
"29037","HER","Iceland",0,0,108,0,0,0,0,0,0
